ITEM ID  DE  LA MATRIZ ;Código ADN Clínico-Funcional ;MODELO;CLASIFICACIÓN GENERAL;AGRUPADOR;DISPARADOR (Actividad, Función, Cargo, Examen Médico, Sistema, Hallazgo Clínico, Laboratorio Clínico);SISTEMA;COMPONENTE;SUBCOMPONENTE O CARACTERÍSTICA ANATÓMICA/FISIOLÓGICA (CON LATERALIDAD);VALORACIÓN ESPECÍFICA;CONDICIÓN CLÍNICA MÉDICA;HALLAZGO ESPERADO;ACCIÓN RECOMENDADA;INTERPRETACIÓN CLÍNICA;SEGUIMIENTO POR ESPECIALISTA;ESTADO DE APTITUD LABORAL;ACCIÓN RECOMENDADA IA (PLN/NLP)
2488;GENIDIS-04-008;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;dismenorrea/útero/no_aplica_lateralidad;sistema_genitourinario;utero;endometrio/dolor_ciclico/no_aplica_lateralidad;Anamnesis, examen ginecológico, ecografía pélvica para descartar causas secundarias como miomas, quistes o endometriosis que justifiquen el dolor.;Diagnostico/Dismenorrea/Utero/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el protocolo de auditoría);Dolor pélvico tipo cólico que ocurre durante la menstruación. Sin signos de patología estructural en el examen físico o las pruebas de imagen.;AINEs para el dolor, aplicación de calor local. Anticonceptivos hormonales en los casos más severos para regular el ciclo y disminuir la sintomatología.;Puede ser incapacitante durante 1-2 días al mes en los casos más severos, generando ausentismo laboral. Es una condición cíclica que es predecible.;Ginecólogo;Apto con Restricciones;Si tu periodo menstrual te causa un dolor muy fuerte, puedes necesitar 1 o 2 días de descanso al mes. Habla con tu ginecólogo para que te ayude con el dolor.
2489;GENICIC-04-009;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;ciclos_menstruales_irregulares/útero/no_aplica_lateralidad;sistema_genitourinario;utero;utero/alteracion_hormonal/no_aplica_lateralidad;Anamnesis menstrual, perfil hormonal completo, ecografía pélvica para descartar causas estructurales como síndrome de ovario poliquístico (SOP).;Diagnostico/Ciclos menstruales irregulares/Utero/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Ciclos menstruales que varían en su duración (oligomenorrea, polimenorrea). Generalmente no se asocian a sangrado abundante o dolor severo.;Tratamiento de la causa subyacente (ej. síndrome de ovario poliquístico). Regulación hormonal si se requiere para planificación familiar o por sintomatología.;No suele afectar la capacidad laboral, a menos que se asocie a un sangrado muy abundante que cause anemia, fatiga o malestar sistémico significativo.;Ginecólogo, Endocrinólogo;Apto;Los ciclos menstruales irregulares no te impiden trabajar. Un ginecólogo o endocrinólogo puede ayudarte a encontrar la causa y a normalizarlos si es necesario.
2490;GENICAN-04-010;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;candidiasis_vaginal/vagina/no_aplica_lateralidad;sistema_genitourinario;vagina;mucosa_vaginal/infeccion_por_candida/no_aplica_lateralidad;Examen ginecológico. Examen en fresco del flujo vaginal para visualizar levaduras. Cultivo para identificar el hongo si es recurrente o atípico.;Diagnostico/Candidiasis vaginal/Vagina/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el protocolo);"Prurito vulvovaginal intenso, eritema (enrojecimiento). Flujo blanquecino y grumoso (""requesón"") característico, con o sin mal olor asociado.";Antifúngicos tópicos (óvulos, cremas) u orales (fluconazol). Evitar ropa ajustada, humedad y factores predisponentes para prevenir recurrencias.;Los síntomas son muy molestos y pueden afectar la concentración. No incapacitan, pero requieren tratamiento para el control efectivo de los síntomas.;Ginecólogo;Apto;La candidiasis vaginal causa picazón y malestar. El ginecólogo puede darte tratamiento para que te sientas mejor. No te impide trabajar.
2491;GENIVAG-04-011;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;vaginosis_bacteriana/vagina/no_aplica_lateralidad;sistema_genitourinario;vagina;mucosa_vaginal/desequilibrio_de_flora/no_aplica_lateralidad;"Criterios de Amsel. pH vaginal >4.5. Test de aminas positivo (olor a pescado). Presencia de ""clue cells"" en el examen microscópico del flujo vaginal.";Diagnostico/Vaginosis bacteriana/Vagina/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Flujo grisáceo, homogéneo, con un olor característico a pescado. Típicamente no hay inflamación local significativa ni picazón asociada al cuadro.;Metronidazol o clindamicina (oral o tópica). Evitar las duchas vaginales para mantener el equilibrio de la flora bacteriana normal y prevenir recurrencias.;No es una condición incapacitante, pero puede generar incomodidad y preocupación por el olor. Es un desequilibrio de la flora que requiere tratamiento.;Ginecólogo;Apto;La vaginosis bacteriana puede causar un olor desagradable. No es grave y no te impide trabajar, pero debes ir a consulta para que el médico te dé tratamiento.
2492;GENICIS-04-012;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;cistitis_no_complicada/vejiga/no_aplica_lateralidad;sistema_genitourinario;vejiga;mucosa_vesical/infeccion_urinaria/no_aplica_lateralidad;Tira reactiva de orina (leucocitos, nitritos). Uroanálisis y urocultivo para guiar el tratamiento con antibiótico específico y verificar la etiología.;Diagnostico/Cistitis no complicada/Vejiga/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Disuria (ardor al orinar), polaquiuria (aumento de frecuencia miccional), tenesmo vesical (sensación de no haber vaciado completamente la vejiga).;Antibióticos de pauta corta. Aumento de ingesta de líquidos para favorecer el barrido de bacterias. Analgésicos urinarios. Medidas higiénicas preventivas.;Los síntomas pueden ser muy frecuentes e incómodos. Aunque no suele incapacitar, afecta la concentración y el bienestar, requiriendo tratamiento médico.;Médico general;Apto;La cistitis, o infección en la vejiga, causa dolor al orinar. Es muy molesto, pero con antibióticos y tomando mucho líquido, te sentirás mejor y podrás trabajar.
2493;GENIINF-04-013;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;infecciones_urinarias_leves/vejiga/no_aplica_lateralidad;sistema_genitourinario;vejiga;mucosa_vesical/infecciones_recurrentes/no_aplica_lateralidad;Urocultivo para confirmar la recurrencia y guiar el tratamiento antibiótico. Descartar anomalías anatómicas o funcionales de base que lo predispongan.;Diagnostico/Infecciones urinarias leves/Vejiga/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Dos o más episodios de cistitis en 6 meses, o 3 en un año. Entre los episodios, el paciente se encuentra completamente asintomático y sin molestias.;Profilaxis antibiótica, medidas higiénico-dietéticas (arándanos, D-manosa). Se recomienda estudio urológico y ginecológico para descartar anomalías.;El trabajador no incapacita entre episodios. Las crisis agudas son molestas, pero el tratamiento es preventivo para evitar futuros episodios y complicaciones.;Urólogo, Ginecólogo;Apto;Las infecciones urinarias frecuentes pueden ser molestas, pero con un tratamiento preventivo y cuidándote no te impedirán trabajar en condiciones normales.
2494;SNEREYA-04-014;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;eyaculacion_precoz/genitales/no_aplica_lateralidad;sistema_nervioso;sistema_genital;sistema_nervioso/alteracion_de_reflejo_eyaculatorio/no_aplica_lateralidad;Anamnesis para identificar la causa (orgánica, psicológica, relacional). Criterios diagnósticos de tiempo, control y malestar asociado a la condición.;Diagnostico/Eyaculacion precoz/Sistema Genital/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Eyaculación que ocurre siempre o casi siempre antes o dentro del primer minuto de la penetración, causando malestar personal o en la pareja.;Terapia sexual y conductual (técnicas de parada y arranque). Fármacos como los ISRS. Anestésicos tópicos para disminuir la sensibilidad y controlar el reflejo.;No tiene un impacto directo en la capacidad laboral. Puede afectar el estado de ánimo, la autoestima y las relaciones, requiriendo apoyo psicológico o sexual.;Sexólogo, Urólogo;Apto;La eyaculación precoz no afecta tu trabajo. Un especialista te puede ayudar con terapias o medicamentos para que te sientas mejor en tu vida personal.
2495;GENISIN-04-015;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Afecciones y Trastornos Genitourinarios (15).;sindrome_premenstrual/sistema_hormonal/no_aplica_lateralidad;sistema_genitourinario;útero;utero/sintomas_premenstruales/no_aplica_lateralidad;Diagnóstico clínico basado en un diario de síntomas durante al menos dos ciclos menstruales. Descartar causas secundarias como la endometriosis.;Diagnostico/Síndrome premenstrual/Utero/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Irritabilidad, ansiedad, hinchazón abdominal, sensibilidad en los senos, dolor de cabeza, que aparecen en la fase lútea y desaparecen con la menstruación.;Modificaciones del estilo de vida (dieta, ejercicio). AINEs para el dolor. Anticonceptivos orales si los síntomas son muy severos y limitantes.;En casos severos (trastorno disfórico premenstrual), puede afectar el rendimiento laboral y las relaciones interpersonales durante unos días al mes.;Ginecólogo;Apto;El síndrome premenstrual puede causar síntomas incómodos, pero no te impide trabajar. Si son muy fuertes, tu ginecólogo puede darte opciones de tratamiento.
2496;SRESAMI-05-001;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Patologías del Sistema Respiratorio (15).;amigdalitis/amígdala/derecha;sistema_respiratorio_superior;amígdala;criptas_amigdalares/proceso_infeccioso/derecho;Examen físico de orofaringe, faringoscopia. Puede incluir cultivo faríngeo o test rápido de antígeno de estreptococo para la amígdala derecha.;Diagnostico/Proceso infeccioso agudo/Amígdala/Derecha (información adicional para cumplir con la longitud mínima requerida por el sistema de auditoría);Amígdala derecha hiperémica y/o con exudado purulento. Dolor de garganta lateralizado, dificultad para deglutir y fiebre con malestar general asociado.;Reposo, hidratación adecuada. Analgésicos/antipiréticos, antiinflamatorios, y antibióticos si la etiología es bacteriana para resolver la infección.;La amigdalitis es un proceso infeccioso que puede ser incapacitante por síntomas sistémicos severos como la fiebre, el malestar y el dolor agudo.;Médico general;No Apto Temporal;Si tienes amigdalitis en tu amígdala derecha, necesitas reposo. Tus síntomas como la fiebre y el malestar general te hacen no apto para trabajar por ahora.
2497;SRESAMI-05-002;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Patologías del Sistema Respiratorio (15).;amigdalitis/amígdala/izquierda;sistema_respiratorio_superior;amígdala;criptas_amigdalares/proceso_infeccioso/izquierdo;Examen físico de orofaringe, faringoscopia. Puede incluir cultivo faríngeo o test rápido de antígeno de estreptococo para la amígdala izquierda.;Diagnostico/Proceso infeccioso agudo/Amígdala/Izquierda (información adicional para cumplir con la longitud mínima requerida por el sistema de auditoría);Amígdala izquierda hiperémica y/o con exudado purulento. Dolor de garganta lateralizado, dificultad para deglutir y fiebre con malestar general asociado.;Reposo, hidratación adecuada. Analgésicos/antipiréticos, antiinflamatorios, y antibióticos si la etiología es bacteriana para resolver la infección.;La amigdalitis es un proceso infeccioso que puede ser incapacitante por síntomas sistémicos severos como la fiebre, el malestar y el dolor agudo.;Médico general;No Apto Temporal;Si tienes amigdalitis en tu amígdala izquierda, necesitas reposo. Tus síntomas como la fiebre y el malestar general te hacen no apto para trabajar por ahora.
2498;SRESFAR-05-003;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Patologías del Sistema Respiratorio (15).;faringitis/garganta/no_aplica_lateralidad;sistema_respiratorio_superior;faringe;faringe/proceso_inflamatorio/no_aplica_lateralidad;Examen físico de la faringe posterior, visualizando enrojecimiento e inflamación. Evaluar la posible presencia de exudado para descartar origen bacteriano.;Diagnostico/Faringitis/Faringe/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el protocolo de auditoría);Enrojecimiento, inflamación y dolor de garganta. Puede haber dificultad para tragar. Fiebre y malestar sistémico de intensidad leve o moderada.;Gárgaras con agua salina. Analgésicos/antiinflamatorios. Reposo vocal y reposo relativo en casa si los síntomas sistémicos son severos y limitantes.;Compatible con la actividad laboral, a menos que el malestar sistémico o la fiebre sean severos. Suele ser un cuadro viral autolimitado y de corta duración.;Médico general;Apto con Restricciones;La faringitis (dolor de garganta) te permite trabajar si los síntomas son leves. Cuida tu voz, hidrátate bien y tómate tus medicamentos para el dolor.
2499;SRESRNI-05-004;2;Sistemas Anatómico-Funcionales del Cuerpo Humano;Patologías del Sistema Respiratorio (15).;rinitis_alergica/nariz/no_aplica_lateralidad;sistema_respiratorio_superior;nariz;mucosa_nasal/proceso_alergico/no_aplica_lateralidad;Anamnesis de síntomas, estacionalidad y desencadenantes. Examen de mucosa nasal para evaluar el edema y el color pálido característico de la alergia.;Diagnostico/Rinitis Alergica/Mucosa Nasal/No Aplica Lateralidad (información adicional para cumplir con la longitud mínima requerida por el sistema);Mucosa nasal pálida, edematosa. Rinorrea acuosa (moqueo), prurito (picazón) nasal y ocular, y salvas de estornudos recurrentes y frecuentes.;Antihistamínicos, esteroides nasales. Identificar y evitar la exposición a alérgenos específicos. Realizar lavados nasales con suero fisiológico.;Los síntomas alérgicos pueden interferir con la concentración y el descanso nocturno, pero la condición es manejable con tratamiento farmacológico adecuado.;Alergólogo;Apto;La rinitis alérgica es manejable con antihistamínicos. Identifica y evita lo que te causa alergia. No te impide trabajar, pero debes seguir tu tratamiento.
